Unnamed: 0,ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
98871,5585,Female,Loyal Customer,28,Business Travel,Business,2064,4,4,4,4,4,4,4,4,4,3,5,5,5,4,0,0,Satisfied
101581,123158,Female,Loyal Customer,57,Business Travel,Business,107,2,2,2,2,4,1,5,4,4,4,3,3,4,2,0,0,Satisfied
79786,68038,Male,Loyal Customer,8,Personal Travel,Business,868,4,1,4,3,1,4,1,1,3,5,3,4,4,1,6,0,Satisfied
78466,65323,Male,Disloyal Customer,24,Business Travel,Business,432,5,5,5,3,3,5,3,3,3,2,5,4,4,3,0,0,Satisfied
38939,30408,Male,Loyal Customer,52,Personal Travel,Eco,641,2,2,2,3,3,2,2,3,3,4,4,4,3,3,0,0,Neutral or Dissatisfied
68359,12353,Female,Disloyal Customer,20,Business Travel,Eco,127,,0,5,4,4,5,4,4,1,3,3,5,4,4,0,0,Satisfied
55792,52129,Female,Loyal Customer,44,Business Travel,Business,2847,3,3,3,3,3,5,5,5,5,5,5,3,5,5,0,7,Satisfied
14010,48997,Female,Loyal Customer,37,Business Travel,Eco,421,4,2,2,2,4,4,4,4,4,3,4,3,5,4,0,0,Satisfied
82476,74070,Male,Loyal Customer,26,Business Travel,Business,2329,4,4,4,4,4,4,4,4,4,2,5,5,4,4,22,5,Satisfied
87858,52985,Female,Loyal Customer,34,Business Travel,Business,1190,,4,4,4,2,3,3,4,4,4,4,2,4,3,1,20,Satisfied
76244,72471,Male,Loyal Customer,47,Business Travel,Business,2373,5,3,5,5,4,4,5,4,4,5,4,5,4,5,0,0,Satisfied
24656,81652,Female,Loyal Customer,41,Business Travel,Business,907,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,8,Satisfied
70164,19254,Male,Loyal Customer,34,Business Travel,Eco Plus,420,3,3,3,3,4,3,3,5,5,2,3,3,2,3,177,167,Satisfied
28490,14697,Female,Loyal Customer,41,Business Travel,Business,419,3,5,3,3,1,4,1,4,4,4,4,2,4,2,0,0,Satisfied
33025,125809,Male,Loyal Customer,39,Business Travel,Business,3913,5,5,5,5,5,4,5,3,3,4,3,3,3,3,0,0,Satisfied
63482,79521,Male,Loyal Customer,40,Business Travel,Business,3925,1,1,1,1,5,4,4,2,2,2,2,3,2,5,0,0,Satisfied
49409,35706,Female,Loyal Customer,50,Personal Travel,Eco,2465,1,5,1,3,1,4,4,3,5,4,4,4,3,4,0,24,Neutral or Dissatisfied
21651,107906,Male,Loyal Customer,59,Business Travel,Business,3180,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0,Satisfied
23348,34131,Female,Disloyal Customer,26,Business Travel,Eco,1237,4,4,4,5,4,4,4,4,2,5,2,5,4,4,36,44,Satisfied
57476,39937,Male,Loyal Customer,30,Business Travel,Business,2009,4,4,4,4,4,4,4,4,4,2,1,3,1,4,0,0,Satisfied
37462,65938,Female,Loyal Customer,25,Business Travel,Business,3569,1,1,1,1,2,2,2,2,4,4,5,4,5,2,3,10,Satisfied
101104,122444,Male,Loyal Customer,53,Business Travel,Business,2418,4,4,3,4,5,5,5,4,4,4,4,3,4,4,0,0,Satisfied
65777,79907,Male,Loyal Customer,,Business Travel,Business,1080,5,5,5,5,5,5,5,2,2,2,2,5,2,3,65,103,Satisfied
48330,72176,Male,Loyal Customer,51,Business Travel,Business,594,3,3,3,3,2,5,4,4,4,4,4,4,4,4,0,0,Satisfied
34041,75086,Male,Loyal Customer,28,Business Travel,Business,1814,3,3,3,3,5,5,5,5,5,5,4,4,4,5,44,31,Satisfied
90314,31027,Female,Loyal Customer,25,Business Travel,Business,2734,5,5,4,5,5,4,5,5,4,2,5,4,5,5,0,0,Satisfied
10100,122252,Female,Disloyal Customer,22,Business Travel,Eco,141,4,4,4,2,3,4,5,3,5,3,3,3,5,3,0,0,Satisfied
42394,12564,Male,Loyal Customer,13,Personal Travel,Eco,788,4,5,3,3,1,3,1,1,5,4,5,5,4,1,0,0,Satisfied
46450,646,Male,Loyal Customer,52,Business Travel,Business,3811,0,0,0,4,5,4,4,3,3,3,3,3,3,4,0,0,Satisfied
75511,124530,Male,Loyal Customer,51,Business Travel,Business,1276,2,2,2,2,3,4,4,4,4,4,4,5,4,3,0,0,Satisfied
70519,17350,Female,Loyal Customer,27,Business Travel,Business,2717,5,5,4,5,4,5,4,4,2,2,5,4,4,4,0,0,Satisfied
99281,80968,Male,Loyal Customer,42,Business Travel,Business,297,0,0,0,4,5,4,4,2,2,2,2,4,2,5,19,21,Satisfied
51190,19638,Female,Loyal Customer,32,Personal Travel,Eco,717,2,5,2,2,2,4,,2,1,4,3,3,3,3,119,142,Neutral or Dissatisfied
19282,50213,Female,Loyal Customer,25,Business Travel,Business,308,1,2,2,2,1,1,1,1,3,1,4,3,4,1,11,17,Neutral or Dissatisfied
39878,62550,Male,Loyal Customer,33,Business Travel,Business,1846,3,3,3,3,5,5,5,5,4,2,3,3,4,5,0,0,Satisfied
7236,45987,Male,Loyal Customer,60,Business Travel,Eco,483,4,3,3,3,4,4,4,4,3,2,4,2,2,4,0,6,Satisfied
81382,23588,Female,Loyal Customer,45,Business Travel,Eco,1024,3,4,4,4,1,4,5,3,3,3,3,5,3,3,0,15,Satisfied
82879,15645,Male,Loyal Customer,37,Personal Travel,Eco Plus,228,2,2,2,4,4,2,4,4,3,2,4,2,3,4,9,1,Neutral or Dissatisfied
90158,74880,Female,Loyal Customer,53,Business Travel,Business,2475,5,5,5,5,2,5,4,4,4,4,4,5,4,4,2,0,Satisfied
46270,6863,Female,Disloyal Customer,45,Business Travel,Business,622,4,4,4,3,3,4,3,3,4,5,4,5,4,3,2,0,Satisfied
30468,55282,Male,Disloyal Customer,21,Business Travel,Business,1608,0,0,1,3,3,1,3,3,4,3,4,4,5,3,4,2,Satisfied
25059,58112,Male,Loyal Customer,40,Personal Travel,Eco,589,5,5,5,2,3,5,3,3,5,3,3,4,1,3,0,0,Satisfied
49905,101852,Male,Loyal Customer,50,Business Travel,Business,519,5,5,5,5,4,4,4,4,4,4,4,5,4,5,1,0,Satisfied
95001,127380,Female,Loyal Customer,49,Business Travel,Business,2125,4,4,4,4,2,5,4,4,4,4,4,5,4,4,0,0,Satisfied
24048,95719,Female,Loyal Customer,44,Business Travel,Business,237,,1,1,1,2,5,4,4,4,4,4,3,4,4,7,4,Satisfied
68226,121391,Female,Loyal Customer,63,Business Travel,Business,3828,0,0,0,1,5,5,4,1,1,1,1,5,1,3,0,0,Satisfied
41811,102672,Female,Loyal Customer,55,Business Travel,Business,2565,4,4,4,4,4,5,4,5,5,5,5,5,5,5,0,0,Satisfied
91999,24684,Female,Loyal Customer,44,Business Travel,Business,761,1,1,1,1,4,3,2,4,4,4,4,3,4,5,11,0,Satisfied
101958,40020,Female,Loyal Customer,56,Business Travel,Eco,575,5,4,4,4,,5,2,5,5,5,5,5,5,1,0,0,Satisfied
25767,125644,Female,Loyal Customer,25,Business Travel,Business,2391,2,2,2,2,5,4,5,5,3,2,5,5,4,5,0,0,Satisfied
1369,120391,Female,Loyal Customer,35,Business Travel,Business,449,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0,Satisfied
47417,36817,Male,Loyal Customer,18,Business Travel,Eco Plus,2300,4,3,5,3,4,4,5,4,1,5,4,4,3,4,3,0,Satisfied
58719,76161,Female,Loyal Customer,19,Personal Travel,Eco,546,4,1,4,4,4,4,4,4,4,4,3,2,4,4,0,0,Satisfied
78868,65906,Female,Loyal Customer,39,Business Travel,Business,2117,2,2,2,2,5,4,4,3,3,3,3,5,3,3,0,15,Satisfied
88650,76997,Female,Loyal Customer,57,Business Travel,Business,1611,5,5,3,5,4,4,5,4,4,4,4,4,4,4,0,0,Satisfied
103595,12175,Male,Loyal Customer,39,Business Travel,Eco,1042,1,2,2,2,1,2,1,1,2,5,2,1,2,1,0,0,Neutral or Dissatisfied
16172,85939,Male,Loyal Customer,46,Business Travel,Business,2984,1,1,1,1,3,4,4,4,4,4,4,3,4,5,0,0,Satisfied
91083,168,Male,Loyal Customer,37,Personal Travel,Eco,227,3,5,3,4,4,3,4,4,3,2,5,3,5,4,36,43,Neutral or Dissatisfied
91033,7600,Female,Loyal Customer,58,Business Travel,Business,2896,1,1,1,1,2,5,4,5,5,5,5,5,5,3,21,40,Satisfied
45236,56558,Male,Loyal Customer,48,Business Travel,Business,1023,1,1,1,1,,4,4,5,5,5,5,5,5,5,61,49,Satisfied
14792,8541,Female,Loyal Customer,43,Business Travel,Business,3136,3,3,3,3,5,5,4,4,4,4,4,3,4,4,60,53,Satisfied
1337,47885,Female,Loyal Customer,39,Business Travel,Business,1543,3,3,3,3,4,5,4,4,4,4,4,4,4,4,0,0,Satisfied
93385,104235,Male,Loyal Customer,21,Business Travel,Business,3455,2,2,2,2,5,5,5,5,3,4,4,5,5,5,11,19,Satisfied
41570,118099,Female,Loyal Customer,34,Business Travel,Business,1999,4,4,4,4,4,4,4,5,5,5,5,5,5,5,0,0,Satisfied
82694,576,Female,Disloyal Customer,68,Business Travel,Business,158,,2,2,4,3,2,3,3,3,4,5,4,5,3,0,0,Neutral or Dissatisfied
83914,129865,Male,Loyal Customer,38,Business Travel,Business,2740,3,3,3,3,2,5,4,5,5,5,5,4,5,5,0,0,Satisfied
78260,43209,Female,Loyal Customer,54,Business Travel,Business,3342,1,1,1,1,3,5,5,5,5,4,5,4,5,4,0,0,Satisfied
49175,28856,Male,Loyal Customer,42,Business Travel,Business,1544,5,5,5,5,4,1,3,5,5,5,5,5,5,3,0,0,Satisfied
76733,82794,Female,Loyal Customer,58,Business Travel,Business,3556,3,3,3,3,4,4,5,5,5,5,5,5,5,3,0,0,Satisfied
60138,75091,Male,Loyal Customer,39,Business Travel,Business,1846,5,5,5,5,3,4,4,5,5,5,5,3,5,5,0,0,Satisfied
978,99991,Female,Loyal Customer,58,Business Travel,Business,3944,0,0,0,4,4,4,5,1,1,1,1,3,1,4,0,0,Satisfied
74289,19213,Male,Disloyal Customer,62,Business Travel,Eco,459,3,1,3,2,3,3,3,3,1,5,3,1,3,3,48,61,Neutral or Dissatisfied
70560,63004,Male,Disloyal Customer,11,Business Travel,Business,967,4,4,4,4,3,4,3,3,5,4,4,4,4,3,0,0,Satisfied
66472,112444,Female,Loyal Customer,46,Business Travel,Business,862,3,3,3,3,4,5,5,4,4,4,4,4,4,5,0,0,Satisfied
10331,80791,Female,Loyal Customer,36,Business Travel,Business,3128,1,1,1,1,5,4,4,4,4,4,4,3,4,3,0,0,Satisfied
63275,49164,Male,Loyal Customer,42,Business Travel,Business,2094,2,2,2,2,4,2,2,5,5,5,5,1,5,1,0,0,Satisfied
66391,87003,Female,Loyal Customer,66,Personal Travel,Eco,907,0,4,0,3,5,5,4,5,5,0,5,5,5,4,5,0,Satisfied
53955,32998,Female,Loyal Customer,53,Personal Travel,Eco,102,3,5,3,2,2,4,5,1,1,3,1,5,1,5,0,4,Neutral or Dissatisfied
86038,39644,Female,Loyal Customer,30,Business Travel,Business,3877,4,4,4,4,4,4,4,4,2,2,2,4,3,4,0,0,Satisfied
65537,114887,Male,Loyal Customer,37,Business Travel,Business,2990,3,3,3,3,4,5,4,4,4,4,4,4,4,3,111,129,Satisfied
56393,88214,Male,Loyal Customer,53,Business Travel,Business,366,2,2,2,2,3,5,4,4,4,4,4,5,4,4,0,0,Satisfied
11163,28606,Male,Loyal Customer,27,Business Travel,Business,2349,1,1,5,1,4,4,4,4,2,1,3,1,5,4,0,0,Satisfied
73213,62035,Female,Loyal Customer,42,Business Travel,Business,2475,3,3,3,3,4,4,5,5,5,5,5,5,5,4,0,0,Satisfied
100941,63219,Male,Loyal Customer,48,Business Travel,Business,1539,3,3,3,3,2,4,5,5,5,5,5,5,5,5,5,0,Satisfied
97272,129611,Male,Disloyal Customer,24,Business Travel,Eco,337,4,5,4,2,2,4,2,2,3,2,5,4,4,2,0,10,Satisfied
92953,58763,Male,Loyal Customer,44,Business Travel,Business,2465,4,4,4,4,,5,4,3,3,3,3,5,3,5,6,0,Satisfied
7726,98335,Male,Loyal Customer,39,Business Travel,Business,1046,2,2,2,2,3,5,5,5,5,5,5,4,5,4,0,0,Satisfied
97366,57747,Female,Loyal Customer,59,Business Travel,Business,2704,2,2,2,2,4,4,4,5,4,3,5,4,5,4,18,16,Satisfied
44683,10329,Female,Loyal Customer,49,Business Travel,Business,1727,1,1,4,1,5,5,4,4,4,4,4,4,4,3,23,13,Satisfied
60153,35109,Male,Loyal Customer,40,Business Travel,Business,1028,1,1,1,1,4,2,4,3,3,3,3,1,3,5,0,0,Satisfied
49888,15311,Female,Loyal Customer,57,Business Travel,Eco,599,5,4,2,4,3,5,3,5,5,5,5,5,5,5,0,8,Satisfied
99882,18785,Female,Loyal Customer,53,Business Travel,Business,448,4,4,4,4,3,5,5,4,4,4,4,5,4,4,0,0,Satisfied
64868,112685,Male,Disloyal Customer,26,Business Travel,Business,697,5,4,4,3,1,4,1,1,4,2,4,3,4,1,34,33,Satisfied
39157,75962,Female,Loyal Customer,48,Business Travel,Business,3806,1,1,1,1,5,5,4,4,4,4,4,3,4,5,0,3,Satisfied
77396,31576,Female,Loyal Customer,24,Business Travel,Business,2941,4,4,4,4,5,5,5,5,1,5,1,2,3,5,45,49,Satisfied
10632,110086,Male,Loyal Customer,40,Business Travel,Business,2694,4,4,4,4,2,4,4,4,4,5,4,4,4,5,0,1,Satisfied
12292,86515,Male,Loyal Customer,7,Personal Travel,Eco,712,2,4,2,4,3,2,4,3,2,2,1,5,2,3,0,0,Neutral or Dissatisfied
8305,81420,Male,Loyal Customer,26,Business Travel,Business,393,1,1,1,1,5,5,5,5,5,4,5,4,5,5,0,0,Satisfied
6097,119177,Male,Loyal Customer,60,Business Travel,Business,3048,2,2,2,2,4,4,4,5,5,5,5,5,5,3,25,37,Satisfied
90356,34647,Male,Loyal Customer,13,Personal Travel,Eco,541,5,5,5,2,3,5,3,3,5,4,5,5,5,3,0,0,Satisfied
93343,21785,Male,Loyal Customer,30,Business Travel,Business,352,1,1,1,1,4,4,4,4,5,2,3,3,2,4,0,1,Satisfied
23959,108391,Male,Loyal Customer,29,Personal Travel,Eco,1750,1,2,1,2,5,1,5,5,2,2,3,1,2,5,0,0,Neutral or Dissatisfied
41143,122498,Male,Loyal Customer,57,Business Travel,Business,930,1,1,1,1,3,4,5,4,4,4,4,4,4,4,8,0,Satisfied
10381,66147,Male,Loyal Customer,25,Business Travel,Business,583,4,4,4,4,,4,4,4,4,2,5,5,5,4,7,0,Satisfied
40350,63262,Male,Loyal Customer,59,Business Travel,Business,2521,2,2,2,2,5,5,5,5,5,5,5,5,5,5,0,0,Satisfied
47327,29537,Male,Loyal Customer,57,Business Travel,Business,1533,3,4,3,3,,5,4,2,2,2,2,3,2,3,0,0,Satisfied
19919,72203,Female,Disloyal Customer,20,Business Travel,Business,768,0,5,0,5,0,3,3,5,5,4,4,3,5,3,0,0,Satisfied
48651,25613,Female,Loyal Customer,32,Business Travel,Business,1574,4,4,4,4,4,4,4,4,2,2,5,2,2,4,49,41,Satisfied
103046,126467,Male,Loyal Customer,29,Business Travel,Business,1849,1,1,1,1,5,5,5,5,4,2,4,5,5,5,0,8,Satisfied
5437,104874,Male,Loyal Customer,57,Business Travel,Business,2056,3,3,3,3,5,3,1,5,5,5,5,2,5,4,0,0,Satisfied
83698,88652,Female,Loyal Customer,52,Personal Travel,Eco,545,,5,4,3,2,2,5,3,3,4,3,3,3,2,0,0,Satisfied
103255,42668,Male,Loyal Customer,54,Business Travel,Eco,516,5,4,4,4,5,5,5,5,1,5,5,2,4,5,0,0,Satisfied
93771,14289,Male,Disloyal Customer,23,Business Travel,Eco,395,0,4,1,4,5,1,5,5,4,3,5,3,4,5,0,0,Satisfied
18945,45537,Male,Disloyal Customer,24,Business Travel,Eco,566,0,5,0,2,5,0,3,5,3,5,4,5,1,5,1,0,Satisfied
54115,6379,Male,Disloyal Customer,22,Business Travel,Business,315,5,0,5,3,4,5,4,4,4,5,4,3,4,4,0,2,Satisfied
15390,36075,Male,Disloyal Customer,54,Business Travel,Eco,474,0,0,1,4,5,1,5,5,1,2,3,2,5,5,0,0,Satisfied
48354,100632,Female,Loyal Customer,28,Business Travel,Business,3138,3,3,3,3,4,4,4,4,4,3,5,4,5,4,7,5,Satisfied
90894,28558,Male,Loyal Customer,38,Business Travel,Eco Plus,2640,5,5,5,5,5,5,5,5,2,2,5,4,3,5,0,0,Satisfied
39904,5671,Male,Loyal Customer,52,Business Travel,Business,3247,1,1,1,1,5,4,4,5,5,5,4,3,5,5,0,0,Satisfied
29602,97058,Female,Loyal Customer,46,Business Travel,Business,1476,5,5,5,5,5,5,5,3,3,3,3,5,3,3,54,59,Satisfied
60212,68744,Female,Loyal Customer,38,Business Travel,Business,1021,,3,3,3,3,5,5,5,5,5,5,5,5,5,30,23,Satisfied
14110,84258,Male,Loyal Customer,52,Business Travel,Business,1631,4,4,4,4,3,5,,5,5,5,5,5,5,3,0,0,Satisfied
81999,17770,Male,Disloyal Customer,23,Business Travel,Eco,1075,4,4,4,5,5,4,5,5,2,1,3,3,4,5,0,0,Satisfied
93206,77374,Female,Disloyal Customer,24,Business Travel,Business,626,3,4,3,3,1,3,2,1,3,2,4,2,3,1,0,0,Neutral or Dissatisfied
31355,35761,Female,Loyal Customer,36,Business Travel,Business,200,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0,Satisfied
64869,24744,Male,Loyal Customer,49,Business Travel,Eco,432,5,4,4,4,5,5,,5,4,1,1,3,4,5,0,0,Satisfied
56773,71563,Male,Loyal Customer,39,Business Travel,Business,3867,4,4,4,4,2,4,4,4,4,4,4,3,4,5,5,0,Satisfied
69384,110254,Male,Loyal Customer,40,Business Travel,Business,2810,2,2,2,2,5,5,4,5,5,5,5,4,5,4,24,46,Satisfied
10099,8770,Male,Loyal Customer,24,Personal Travel,Business,552,2,4,2,4,3,2,3,3,5,3,5,5,5,3,6,0,Neutral or Dissatisfied
68682,115498,Female,Disloyal Customer,25,Business Travel,Business,358,4,0,4,3,1,4,1,1,4,3,5,5,5,1,0,0,Satisfied
15968,34137,Female,Loyal Customer,28,Business Travel,Eco,1189,4,4,4,4,4,4,4,4,1,4,2,1,1,4,0,0,Satisfied
75615,76927,Female,Loyal Customer,57,Business Travel,Business,1727,3,3,3,3,3,4,5,4,4,4,4,5,4,5,0,13,Satisfied
86130,28579,Male,Loyal Customer,25,Business Travel,Business,2562,4,4,4,4,4,4,4,4,5,4,5,5,3,4,0,0,Satisfied
93706,75620,Female,Loyal Customer,62,Personal Travel,Eco,337,4,5,4,3,5,5,5,2,2,4,2,4,2,2,36,17,Neutral or Dissatisfied
61387,18357,Female,Disloyal Customer,30,Business Travel,Eco Plus,314,0,0,0,4,2,0,2,2,5,3,1,4,2,2,0,0,Satisfied
67659,25436,Female,Loyal Customer,50,Business Travel,Business,2717,,1,1,1,1,3,1,2,2,2,2,3,2,5,23,13,Satisfied
27722,43994,Female,Disloyal Customer,40,Business Travel,Business,397,5,5,5,5,3,5,3,3,1,1,1,4,2,3,0,0,Satisfied
91198,102642,Female,Loyal Customer,52,Business Travel,Business,3766,5,5,5,5,2,4,5,5,5,5,5,5,5,5,1,0,Satisfied
59197,27129,Male,Loyal Customer,47,Business Travel,Business,2701,1,1,1,1,4,4,4,5,1,4,3,4,5,4,0,0,Satisfied
42407,87135,Female,Loyal Customer,55,Business Travel,Business,3140,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0,Satisfied
52631,9722,Male,Loyal Customer,22,Personal Travel,Eco,277,4,0,3,1,1,3,2,1,3,4,5,4,4,1,24,30,Neutral or Dissatisfied
1697,125298,Female,Loyal Customer,57,Business Travel,Business,3488,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0,Satisfied
27911,28044,Male,Loyal Customer,40,Business Travel,Business,1739,1,1,1,1,2,4,4,4,4,4,4,5,4,5,12,18,Satisfied
62756,97816,Male,Disloyal Customer,28,Business Travel,Business,395,4,4,4,5,4,4,4,4,5,2,5,4,5,4,0,0,Satisfied
101623,128602,Female,Loyal Customer,31,Business Travel,Business,3971,3,3,3,3,5,5,5,5,5,2,5,4,5,5,0,5,Satisfied
4085,10372,Male,Disloyal Customer,19,Business Travel,Business,517,4,0,4,4,3,4,3,3,5,4,5,4,5,3,7,8,Satisfied
33469,48672,Male,Loyal Customer,39,Business Travel,Business,3729,0,4,1,1,3,5,4,4,4,4,4,4,4,3,0,0,Satisfied
8732,56261,Male,Loyal Customer,40,Business Travel,Business,2753,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,0,Satisfied
101665,103217,Male,Disloyal Customer,21,Business Travel,Eco,462,4,0,4,4,1,4,1,1,3,5,5,5,4,1,11,9,Satisfied
78947,8669,Male,Loyal Customer,46,Business Travel,Business,3752,5,5,5,5,5,4,5,4,4,4,4,5,4,4,10,16,Satisfied
21849,81132,Male,Loyal Customer,68,Personal Travel,Eco,991,0,4,1,2,5,1,5,5,4,2,5,4,4,5,0,0,Satisfied
26026,114953,Male,Loyal Customer,30,Business Travel,Business,480,1,1,1,1,3,4,3,3,4,3,4,3,4,3,19,17,Satisfied
79811,83058,Male,Disloyal Customer,47,Business Travel,Business,957,5,5,5,1,2,5,2,2,5,5,5,4,4,2,0,3,Satisfied
91690,109734,Male,Loyal Customer,16,Personal Travel,Eco,587,5,3,5,4,3,5,3,3,2,5,3,2,3,3,0,0,Satisfied
27658,9529,Female,Disloyal Customer,23,Business Travel,Eco,229,5,4,5,4,3,5,3,3,3,5,5,3,5,3,0,0,Satisfied
90988,30354,Male,Loyal Customer,51,Business Travel,Business,862,3,3,3,3,4,5,3,5,5,5,5,3,5,5,0,0,Satisfied
87440,121456,Female,Loyal Customer,55,Business Travel,Eco,331,5,5,5,5,2,5,1,5,5,5,5,2,5,3,0,6,Satisfied
37367,21274,Male,Loyal Customer,22,Business Travel,Eco,620,5,1,4,4,5,5,4,5,4,3,1,5,3,5,8,0,Satisfied
17853,128182,Male,Loyal Customer,64,Personal Travel,Eco,1849,2,3,2,3,3,2,3,3,4,4,2,3,3,3,0,0,Neutral or Dissatisfied
76831,45599,Female,Loyal Customer,44,Business Travel,Eco,230,4,2,2,2,3,5,3,4,4,4,4,1,4,3,0,0,Satisfied
93972,57036,Female,Loyal Customer,21,Business Travel,Eco Plus,2454,5,3,3,3,5,5,5,5,1,4,5,1,4,5,0,0,Satisfied
48454,75833,Female,Loyal Customer,54,Business Travel,Business,1440,4,4,4,4,3,4,4,4,4,4,4,3,4,4,12,0,Satisfied
73284,90025,Male,Loyal Customer,45,Business Travel,Business,957,2,2,2,2,2,5,4,5,5,5,5,5,5,4,0,0,Satisfied
90093,51827,Female,Disloyal Customer,23,Business Travel,Eco Plus,370,0,0,0,1,5,0,2,5,2,4,3,4,4,5,0,0,Satisfied
63752,64970,Male,Loyal Customer,53,Business Travel,Business,1835,4,4,4,4,4,3,2,5,5,5,5,1,5,1,0,0,Satisfied
12345,10705,Male,Loyal Customer,77,Business Travel,Business,2659,5,5,5,5,4,5,4,3,3,3,3,3,3,4,18,9,Satisfied
51167,25325,Male,Loyal Customer,35,Business Travel,Business,1699,4,4,4,4,1,1,2,4,4,4,4,1,4,4,0,5,Satisfied
48961,28986,Male,Loyal Customer,43,Business Travel,Eco,954,5,2,2,2,5,5,5,5,5,1,4,1,4,5,0,0,Satisfied
37739,104524,Male,Loyal Customer,40,Business Travel,Business,1256,4,4,4,4,2,5,5,4,4,4,4,3,4,5,6,17,Satisfied
33049,94229,Male,Loyal Customer,35,Business Travel,Business,1639,,1,4,1,3,5,5,4,4,5,5,4,4,5,8,8,Satisfied
26493,27460,Female,Loyal Customer,29,Business Travel,Business,978,1,3,3,3,1,1,1,1,4,3,2,4,3,1,0,0,Neutral or Dissatisfied
44909,37767,Male,Loyal Customer,22,Business Travel,Eco Plus,944,4,3,3,3,4,5,4,4,4,5,1,3,4,4,0,0,Satisfied
70764,38250,Male,Loyal Customer,44,Business Travel,Business,1050,5,5,5,5,1,4,1,4,4,4,4,3,4,1,0,0,Satisfied
39893,63088,Female,Loyal Customer,44,Business Travel,Business,2178,5,5,5,5,4,5,5,5,5,5,5,5,5,4,0,0,Satisfied
49196,8877,Male,Disloyal Customer,10,Business Travel,Eco,622,3,3,3,3,3,3,3,3,1,2,4,1,4,3,0,11,Neutral or Dissatisfied
22955,37746,Female,Loyal Customer,53,Business Travel,Eco Plus,1010,4,1,2,1,4,4,4,4,1,2,3,4,4,4,92,167,Satisfied
42074,47038,Female,Loyal Customer,35,Business Travel,Eco,438,4,2,1,2,4,4,4,4,2,3,4,5,3,4,0,0,Satisfied
33519,82437,Female,Disloyal Customer,24,Business Travel,Eco,502,5,0,5,4,3,0,3,3,5,5,5,4,4,3,0,0,Satisfied
87867,80542,Female,Disloyal Customer,22,Business Travel,Eco,816,4,4,4,4,1,4,1,1,4,2,4,3,4,1,0,0,Satisfied
24785,18816,Female,Loyal Customer,32,Business Travel,Business,551,4,4,4,4,4,4,4,4,5,5,3,4,1,4,0,0,Satisfied
81526,96379,Male,Disloyal Customer,23,Business Travel,Business,1407,,5,5,4,5,5,2,5,3,2,5,4,5,5,32,24,Satisfied
70026,30056,Female,Loyal Customer,24,Business Travel,Business,3459,3,3,3,3,4,4,5,4,5,3,1,3,1,4,0,0,Satisfied
47992,65372,Male,Loyal Customer,67,Business Travel,Business,432,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0,4,Satisfied
102283,95444,Female,Loyal Customer,47,Business Travel,Business,2432,5,5,5,5,5,4,5,5,5,5,5,3,5,4,0,1,Satisfied
91064,105765,Male,Loyal Customer,64,Business Travel,Business,1699,2,2,2,2,3,1,1,4,4,4,4,5,4,5,1,0,Satisfied
5718,28232,Male,Loyal Customer,9,Business Travel,Eco,1009,0,3,0,1,5,0,3,5,4,3,5,2,2,5,0,0,Satisfied
41192,43458,Female,Loyal Customer,55,Business Travel,Eco,594,2,1,2,1,3,4,3,2,2,2,2,5,2,2,0,0,Satisfied
45722,42044,Female,Loyal Customer,59,Business Travel,Business,2250,4,4,4,4,4,5,3,5,5,5,3,2,5,4,0,0,Satisfied
34495,89534,Male,Loyal Customer,40,Business Travel,Business,2465,5,5,5,5,4,5,4,4,4,4,4,3,4,3,3,1,Satisfied
31854,27073,Female,Loyal Customer,29,Business Travel,Eco Plus,1399,5,4,4,4,5,5,5,5,5,4,1,1,3,5,0,0,Satisfied
79328,126173,Male,Loyal Customer,44,Business Travel,Business,590,2,2,2,2,,5,5,4,4,4,4,4,4,4,0,0,Satisfied
101385,48182,Female,Loyal Customer,37,Business Travel,Business,2582,4,3,3,3,3,3,3,4,4,4,4,3,4,1,0,0,Neutral or Dissatisfied
92570,54908,Male,Loyal Customer,42,Business Travel,Business,3372,5,4,5,5,3,4,5,4,4,4,4,4,4,5,0,0,Satisfied
93814,105225,Female,Loyal Customer,59,Business Travel,Business,377,3,3,3,3,2,5,5,2,2,2,2,3,2,4,56,33,Satisfied
83878,5567,Female,Loyal Customer,12,Personal Travel,Eco,588,5,5,5,3,1,5,1,1,3,3,5,4,5,1,85,93,Satisfied
47563,68757,Male,Loyal Customer,40,Business Travel,Business,3693,2,2,4,2,5,4,4,4,4,4,4,5,4,5,0,0,Satisfied
31265,12723,Male,Loyal Customer,56,Business Travel,Eco,803,4,5,5,5,4,4,,4,1,5,4,2,4,4,0,0,Satisfied
